Parameter,Rating
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,5.0
Well versed with the subject,3.22
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.11
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.67
Well versed with the subject,3.67
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,5.0
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.67
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,5.0
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,3.22
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,4.56
Well versed with the subject,2.78
Well versed with the subject,3.22
Well versed with the subject,3.67
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,3.22
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.11
Well versed with the subject,4.56
Well versed with the subject,4.11
Well versed with the subject,2.78
Well versed with the subject,4.56
Well versed with the subject,5.0
Well versed with the subject,3.67
Explains concepts in an understandable way,1.44
Explains concepts in an understandable way,2.78
Explains concepts in an understandable way,3.67
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,1.44
Explains concepts in an understandable way,1.89
Explains concepts in an understandable way,4.11
Explains concepts in an understandable way,2.78
Explains concepts in an understandable way,4.56
Explains concepts in an understandable way,1.89
Explains concepts in an understandable way,2.33
Explains concepts in an understandable way,2.33
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,3.67
Explains concepts in an understandable way,3.67
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,1.89
Explains concepts in an understandable way,4.56
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,1.44
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,4.11
Explains concepts in an understandable way,2.78
Explains concepts in an understandable way,2.78
Explains concepts in an understandable way,4.11
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,1.89
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,1.89
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,1.89
Explains concepts in an understandable way,4.56
Explains concepts in an understandable way,2.78
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,3.67
Explains concepts in an understandable way,3.22
Explains concepts in an understandable way,4.56
Explains concepts in an understandable way,4.56
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,3.67
Explains concepts in an understandable way,2.33
Explains concepts in an understandable way,1.44
Explains concepts in an understandable way,3.67
Explains concepts in an understandable way,2.33
Explains concepts in an understandable way,3.67
Explains concepts in an understandable way,4.56
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,1.44
Explains concepts in an understandable way,5.0
Explains concepts in an understandable way,4.56
Explains concepts in an understandable way,1.44
Explains concepts in an understandable way,3.22
